gene,vP0_1,vP0_2,vP4_1,vP4_2,vP7_1,vP7_2,vAd_1,vAd_2
ENSMUSG00000069833.14,842.8983326,841.6022721,857.2100662,863.4251836,904.4706806,801.3749319,855.3415833,689.7927956
ENSMUSG00000024653.3,0,0.055346723,0,0,0,0.087219736,0,0
ENSMUSG00000024654.9,22.48647554,18.54115225,38.9555809,25.29499653,26.23561637,36.02175086,33.44090723,35.76610912
ENSMUSG00000024658.8,0.062636422,0,0,0,0,0,0.056488019,0
ENSMUSG00000117804.2,0.313182111,0.110693446,0,0.226353437,0.263233609,0.348878943,0,0.187257116
ENSMUSG00000067608.6,13.90528571,11.9548922,9.80132404,14.59979666,7.107307444,8.98363278,4.349577461,4.306913664
ENSMUSG00000101398.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000071640.4,0,0,0,0.056588359,0,0,0,0.062419039
ENSMUSG00000100141.2,0.375818533,0.553467231,0.499430524,0.226353437,0.9651899,0.959417093,0.790832266,0.87386654
ENSMUSG00000117756.2,0,0,0,0.056588359,0,0,0,0
ENSMUSG00000118383.2,12.02619305,10.95865118,21.2882261,11.26108347,13.68814767,15.8739919,16.3815255,17.85184504
ENSMUSG00000096872.3,0,0,0,0,0.087744536,0,0,0
ENSMUSG00000118138.2,1.19009202,2.047828756,1.872864466,1.810827492,1.316168045,1.395515772,0.112976038,0.249676154
ENSMUSG00000024660.10,42.4674942,46.71263433,48.75690494,59.70071888,27.99050709,38.72556267,3.615233214,3.932399432
ENSMUSG00000118325.2,0,0,0.124857631,0.226353437,0.175489073,0.087219736,0.056488019,0
ENSMUSG00000118100.2,0.313182111,0.498120508,0.312144078,0.792237028,0.438722682,0.61053815,0.338928114,0.374514232
ENSMUSG00000118008.2,0.062636422,0,0,0,0,0,0,0.062419039
ENSMUSG00000024661.8,846.3433358,796.8267731,733.7882979,866.0848365,901.0486437,893.3045334,1127.896275,1356.116033
ENSMUSG00000037418.7,0.062636422,0.055346723,0.062428816,0.056588359,0,0.087219736,0,0.062419039
ENSMUSG00000024663.21,19.41729086,14.77757508,19.72750571,21.50357647,18.77733078,23.37488918,9.546475207,9.737370022
ENSMUSG00000024664.6,78.4208005,75.76966399,93.70565213,85.78795244,57.12169316,61.31547422,55.0758185,57.67519167
ENSMUSG00000024665.9,27.1842072,21.08710152,24.78423977,28.8034748,22.81357945,22.9387905,8.699154922,9.050760598
ENSMUSG00000010663.6,57.87605405,55.62345676,59.4322324,62.07742996,40.71346486,44.48206522,17.68074994,17.97668312
ENSMUSG00000098363.3,0.062636422,0.055346723,0,0,0,0,0,0
ENSMUSG00000064032.3,0.313182111,0.166040169,0.374572893,0.226353437,0.263233609,0.261659207,0.056488019,0.062419039
ENSMUSG00000024742.16,2.06700193,1.992482033,2.434723806,2.376711083,2.281357945,2.180493393,0.847320285,0.561771347
ENSMUSG00000036372.15,31.19293822,23.68839751,20.72636676,25.69111504,19.21605346,25.29372336,34.51417959,31.77129065
ENSMUSG00000036098.16,11.96355663,9.187556042,7.678744312,8.205312074,6.142117544,6.367040709,8.699154922,5.742551552
ENSMUSG00000035735.11,5.198823037,4.649124744,7.42902905,8.148723715,7.458285589,7.064798594,5.987730011,6.866094247
ENSMUSG00000118330.2,0.062636422,0.055346723,0.187286447,0.282941796,0.526467218,0.348878943,0,0
ENSMUSG00000024743.17,47.03995302,57.33920518,110.5614323,78.94076099,62.82508802,70.56076621,89.36404602,100.182557
ENSMUSG00000118310.2,0.375818533,0.332080339,0.686716971,0.962002105,1.316168045,0.261659207,0.169464057,0.312095193
ENSMUSG00000090291.4,0.501091377,0.276733616,0.56185934,0.67906031,1.403912582,0.872197357,0.847320285,0.561771347
ENSMUSG00000035179.5,0.501091377,0.387427062,0.499430524,0.169765077,0.350978145,0.261659207,0.225952076,0.249676154
ENSMUSG00000024668.9,41.59058429,39.79429394,45.32332008,45.61021746,43.87226817,43.34820866,57.90021945,63.72983842
ENSMUSG00000034820.5,75.60216151,83.02008472,66.42425974,66.0386151,57.38492677,57.21614664,35.36149988,34.51772835
ENSMUSG00000024667.13,3.695548906,3.044069773,2.996583146,3.451889907,3.685270526,3.139910486,3.615233214,3.869980394
ENSMUSG00000024666.7,4.384549549,3.431496835,2.996583146,4.300715294,2.105868872,2.878251279,1.299224436,1.81015212
ENSMUSG00000117955.2,0.438454955,0.387427062,0.124857631,0.62247195,0.087744536,0.174439471,0,0
ENSMUSG00000034445.9,18.22719884,12.84043977,12.92276482,12.7323808,11.31904519,12.03632353,13.72658861,15.0429883
ENSMUSG00000034371.10,13.65474002,11.56746514,9.988610487,10.29908136,7.546030126,7.413677537,7.399930486,8.988341559
ENSMUSG00000024740.11,555.7729735,479.191929,438.8121445,455.7626444,362.7359133,338.2381352,263.2906564,248.989545
ENSMUSG00000043789.9,0.187909266,0,0.249715262,0.282941796,0.175489073,0.261659207,0.056488019,0
ENSMUSG00000048832.10,27.1842072,21.36383513,29.21668567,27.16241238,28.78020792,25.90426151,21.86086334,22.59569198
ENSMUSG00000024669.9,0.125272844,0.166040169,0.124857631,0.169765077,0.175489073,0.087219736,0.169464057,0.187257116
ENSMUSG00000067577.9,0.187909266,0.166040169,0.187286447,0.282941796,0.350978145,0.174439471,0.169464057,0.249676154
ENSMUSG00000024670.18,0.313182111,0.110693446,0.187286447,0.282941796,0.175489073,0,0.056488019,0.312095193
ENSMUSG00000024737.3,2.881275418,2.545949265,4.120301826,4.130950216,5.089183108,6.018161766,3.389281139,4.619008857
ENSMUSG00000118027.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000024736.16,38.52139961,33.59546095,36.9578588,40.80020693,30.88607679,32.27130222,12.2014121,12.10929349
ENSMUSG00000034659.15,62.51114928,46.54659416,80.65802968,75.26251764,67.91427113,81.46323317,85.80530082,100.4946522
ENSMUSG00000024735.14,233.1327632,211.2584422,243.4723806,248.2531315,224.3627794,231.3067392,230.3581414,250.550021
ENSMUSG00000024734.9,0,0,0,0,0.087744536,0.174439471,0,0
ENSMUSG00000034117.4,0.250545689,0.221386893,0,0.113176718,0,0.174439471,0,0.062419039
ENSMUSG00000024732.8,13.71737645,13.393907,10.30075456,12.27967393,9.12543178,8.896413045,8.077786714,9.487693868
ENSMUSG00000101264.2,0,0,0,0,0,0,0,0.062419039
ENSMUSG00000075010.6,0.501091377,0.110693446,0.936432233,0.962002105,3.334292381,4.535426258,8.755642941,7.927217903
ENSMUSG00000024730.8,0,0,0.062428816,0,0,0,0.169464057,0.124838077
ENSMUSG00000024729.8,0,0,0,0,0,0.087219736,0,0
ENSMUSG00000099998.2,0.375818533,0.221386893,0.249715262,0.169765077,0.087744536,0.087219736,0.056488019,0.249676154
ENSMUSG00000097091.2,0.062636422,0,0,0,0,0,0.056488019,0
ENSMUSG00000024673.10,0.438454955,0.276733616,0.249715262,0.452706873,0.350978145,0.348878943,0.112976038,0.062419039
ENSMUSG00000099398.2,0.062636422,0.221386893,0.124857631,0.226353437,0.350978145,0.174439471,0.225952076,0.374514232
ENSMUSG00000024672.12,0.814273488,1.272974632,0.56185934,0.905413746,1.403912582,0.959417093,1.694640569,2.059828274
ENSMUSG00000101389.2,1.002182754,1.05158774,0.686716971,0.792237028,0.438722682,0.61053815,2.033568683,1.997409235
ENSMUSG00000101024.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000024675.20,0.125272844,0.055346723,0,0,0,0.261659207,0.112976038,0.249676154
ENSMUSG00000100615.2,0.125272844,0.110693446,0,0.056588359,0,0,0,0
ENSMUSG00000056290.17,0.125272844,0,0.187286447,0.113176718,0.087744536,0.61053815,0.225952076,0.312095193
ENSMUSG00000079419.5,2.192274774,1.106934463,0.374572893,1.414708978,1.052934436,1.83161445,2.259520759,2.621599621
ENSMUSG00000099757.2,0.375818533,0.166040169,0.499430524,0.339530155,0.701956291,0.348878943,1.242736417,1.061123656
ENSMUSG00000058470.11,0,0,0.062428816,0,0,0.087219736,0.395416133,0.124838077
ENSMUSG00000024677.14,1.628546975,1.106934463,1.373433942,1.810827492,2.895569699,2.442152601,6.778562277,4.556589818
ENSMUSG00000024678.7,1.252728443,1.328321355,1.061289864,1.414708978,1.316168045,0.523318414,10.22433143,12.17171253
ENSMUSG00000104088.2,0,0,0,0.056588359,0,0,0.056488019,0
ENSMUSG00000024679.11,1.691183397,1.328321355,0.624288155,1.584474056,2.018124336,1.918834186,3.106841044,4.119656548
ENSMUSG00000024680.13,0.125272844,0.055346723,0,0,0,0.087219736,0.225952076,0
ENSMUSG00000024683.7,38.2082175,33.54011423,42.38916575,39.61185139,38.78308506,39.07444161,43.43928659,45.37864107
ENSMUSG00000041488.17,13.15364865,13.50460045,16.60606493,13.75097127,17.3734182,15.26345375,15.4777172,15.16782638
ENSMUSG00000048292.4,0,0,0,0,0,0,0.056488019,0
ENSMUSG00000067545.4,0.062636422,0.110693446,0,0,0,0,0,0
ENSMUSG00000051548.5,0.125272844,0.110693446,0.312144078,0,0.175489073,0.087219736,0.112976038,0.124838077
ENSMUSG00000060878.5,0.187909266,0.110693446,0.062428816,0.226353437,0.175489073,0,0.112976038,0
ENSMUSG00000046139.9,72.15715829,76.98729189,55.99864754,61.73789981,51.24280923,50.84910593,46.03773547,53.74279224
ENSMUSG00000104979.3,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000077227.3,0,0,0,0,0,0.174439471,0,0.062419039
ENSMUSG00000024687.12,197.054184,173.5673238,176.9856921,174.4053228,191.1953447,172.2589781,171.5541136,165.1607762
ENSMUSG00000067529.3,0,0,0,0,0,0,0.056488019,0
ENSMUSG00000118093.2,0,0.110693446,0.249715262,0,0.087744536,0,0,0
ENSMUSG00000096436.4,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000050815.7,0,0,0,0,0.087744536,0,0,0
ENSMUSG00000046805.11,12.02619305,8.910822426,6.430168001,7.526251764,9.651898998,12.47242221,4.857969632,9.487693868
ENSMUSG00000039982.9,14.09319498,11.51211841,13.98405468,14.71297337,19.5670316,15.78677217,7.851834638,8.426570212
ENSMUSG00000086213.3,0.125272844,0,0.437001709,0.339530155,0.350978145,0.087219736,0.056488019,0
ENSMUSG00000111118.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000114761.2,0,0,0,0,0,0,0,0.062419039
ENSMUSG00000024691.14,21.2337471,32.43317976,39.26772498,48.66598885,26.23561637,29.82914962,9.264035112,12.04687445
ENSMUSG00000071633.12,0,0,0.062428816,0.056588359,0,0,0,0
ENSMUSG00000079415.3,0.187909266,0.332080339,0.249715262,0.509295232,0.350978145,0.523318414,0.112976038,0.187257116
ENSMUSG00000118491.2,0,0,0.124857631,0,0,0,0,0
ENSMUSG00000024695.17,97.14909072,96.41399172,107.0029898,102.9342253,100.2042605,107.7163736,150.1451544,152.2400352
ENSMUSG00000024696.10,0.438454955,0.387427062,0.499430524,0.735648669,0.701956291,0.784977622,0.282440095,1.185961734
ENSMUSG00000091014.4,0.125272844,0,0,0,0,0,0,0.124838077
ENSMUSG00000112693.2,2.254911197,2.601295988,3.246298408,2.60306452,2.193613409,1.2210763,0.790832266,1.498056927
ENSMUSG00000057503.7,0.125272844,0,0,0,0,0.087219736,0,0
ENSMUSG00000049015.4,0,0,0,0,0.175489073,0,0.112976038,0
ENSMUSG00000024642.18,21.67220206,20.86571463,20.97608202,21.10745796,22.02387862,21.36883525,17.28533381,19.16264485
ENSMUSG00000063586.2,0.375818533,0,0,0,0,0,0,0
ENSMUSG00000024640.10,32.13248455,29.99792394,32.46298408,33.67007368,10.6170889,18.3161445,3.106841044,3.932399432
ENSMUSG00000041491.9,12.40201158,13.00647994,12.61062074,11.99673214,10.35385529,9.943049874,5.366361803,6.054646745
ENSMUSG00000097557.3,0.125272844,0.055346723,0.124857631,0,0,0.087219736,0.056488019,0.124838077
ENSMUSG00000117711.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000024639.6,75.60216151,79.75462805,78.7227364,79.67640965,81.33918519,79.28273978,53.83308208,50.99635454
ENSMUSG00000057990.5,0.313182111,0.166040169,0.062428816,0.056588359,0.087744536,0,0,0
ENSMUSG00000075268.3,0.250545689,0.221386893,0.187286447,0.396118514,0.438722682,0.61053815,0.112976038,0.249676154
ENSMUSG00000078528.3,0,0.055346723,0.124857631,0.056588359,0.087744536,0.087219736,0,0.062419039
ENSMUSG00000098718.3,0,0.055346723,0,0,0,0.087219736,0,0
ENSMUSG00000118142.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000024697.5,1.19009202,1.494361525,0.749145787,1.358120619,0.526467218,0.959417093,0.508392171,0.374514232
ENSMUSG00000117699.2,0.062636422,0,0,0,0.087744536,0,0,0
ENSMUSG00000046230.12,21.29638352,47.37679501,47.50832863,56.92788928,51.33055376,44.9181639,72.6435924,60.92098168
ENSMUSG00000114931.2,0,0.055346723,0.062428816,0.169765077,0.087744536,0.174439471,0.056488019,0.062419039
ENSMUSG00000039126.11,22.61174839,26.0683066,22.22465833,20.65475108,22.90132399,23.72376812,192.8500968,44.00542222
ENSMUSG00002075332.1,0,0,0.187286447,0,0.087744536,0,0.225952076,0
ENSMUSG00002076046.1,0,0,0,0,0.087744536,0,0.056488019,0
ENSMUSG00000117941.2,0,0,0.062428816,0,0,0.174439471,0.112976038,0.062419039
ENSMUSG00000118367.2,0,0,0,0,0,0,0.056488019,0
ENSMUSG00000117946.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000038843.19,30.37866473,29.61049688,21.97494307,25.91746848,30.79833226,28.34641411,30.16460213,20.84795889
ENSMUSG00000024712.10,59.75514671,50.58690495,54.87492886,51.55199517,54.313868,55.38453219,76.37180166,89.88341559
ENSMUSG00000024713.17,11.46246525,11.84419875,12.11119022,12.16649721,9.827388071,11.60022485,4.914457651,5.243199243
ENSMUSG00000118270.2,0.062636422,0.055346723,0,0.169765077,0,0,0,0
ENSMUSG00000117822.2,4.259276705,3.597537004,1.810435651,1.584474056,2.193613409,2.791031543,0.169464057,0.312095193
ENSMUSG00002076798.1,0,0,0,0.056588359,0,0,0,0
ENSMUSG00000118192.2,0,0,0,0,0,0.087219736,0,0
ENSMUSG00000024725.14,43.34440411,37.3036914,50.00548125,50.92952322,46.85558241,54.6867743,31.12489846,32.64515719
ENSMUSG00000080783.2,0.313182111,0.276733616,0.124857631,0.282941796,0.438722682,0.087219736,0.225952076,0.124838077
ENSMUSG00000037847.15,6.138369368,5.368632145,7.616315496,5.82860099,5.615650326,6.803139387,4.914457651,4.119656548
ENSMUSG00000024726.11,10.96137387,11.40142497,12.61062074,12.90214588,9.915132607,10.7280275,22.36925551,16.54104523
ENSMUSG00000047044.8,10.96137387,10.18379706,9.926181671,11.60061362,6.580840226,8.460314366,8.416714827,8.364151173
ENSMUSG00000024727.10,0.501091377,1.383668079,0.874003418,0.62247195,0.614211754,0.174439471,0.451904152,0.062419039
ENSMUSG00000036192.16,1.879092664,1.992482033,2.622010253,1.92400421,3.158803308,2.791031543,0.451904152,0.499352309
ENSMUSG00000117909.2,0.062636422,0,0,0.056588359,0,0,0,0
ENSMUSG00000118109.2,0,0.110693446,0,0.056588359,0,0,0,0
ENSMUSG00000118167.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000024659.16,32.00721171,29.61049688,38.83072327,38.59326093,35.88751537,30.43968777,27.3966892,24.9051964
ENSMUSG00000114469.3,0,0,0,0,0.087744536,0.087219736,0,0
ENSMUSG00000053279.9,10.71082818,7.139727286,5.993166292,10.46884644,7.19505198,10.55358802,34.90959573,20.91037793
ENSMUSG00000047168.7,0.125272844,0.276733616,0.062428816,0.056588359,0.175489073,0.261659207,0.395416133,0
ENSMUSG00000024747.4,0.626364221,0.055346723,0.374572893,0.509295232,0.175489073,0.174439471,0.225952076,0
ENSMUSG00000024749.10,0,0,0,0.056588359,0,0,0,0
ENSMUSG00000118086.2,0,0,0.062428816,0.056588359,0.087744536,0,0.056488019,0
ENSMUSG00000024750.12,134.730944,127.6295436,123.4217683,122.3440324,128.3702567,118.6188406,145.1177207,134.7002853
ENSMUSG00000058624.14,3.82082175,3.265456666,3.745728933,2.60306452,8.423475489,8.98363278,28.46996156,37.57626124
ENSMUSG00000079382.4,0,0,0,0,0,0,0.056488019,0.062419039
ENSMUSG00000035171.10,3.82082175,5.866752653,5.368878137,4.357303653,5.264672181,5.494843351,2.711424911,1.622895004
ENSMUSG00000047368.5,18.60301737,17.10213745,17.6673548,17.42921461,16.93469551,16.65896952,13.78307663,13.60735042
ENSMUSG00000024754.14,129.9079395,110.0846323,84.46618743,89.80572594,54.75259068,50.7618862,27.62264128,18.9129687
ENSMUSG00000118021.2,0.125272844,0.166040169,0.187286447,0.113176718,0.175489073,0.087219736,0,0.062419039
ENSMUSG00000045104.10,17.85138031,46.60194089,35.77171131,35.3111361,37.02819434,19.97331948,97.0464166,117.2229545
ENSMUSG00000118237.2,0,0.221386893,0,0,0,0,0,0
ENSMUSG00000118273.2,0.062636422,0.221386893,0.124857631,0.113176718,0,0.174439471,0,0
ENSMUSG00000118226.2,0.187909266,0.166040169,0.499430524,0,0,0.174439471,0,0
ENSMUSG00000052387.17,2.380184041,2.269215649,2.24743736,0.905413746,0.877445363,0.61053815,1.016784342,1.685314042
ENSMUSG00000098739.2,0,0,0,0.056588359,0.087744536,0,0,0
ENSMUSG00000118353.2,7.579007077,6.198832992,6.242881554,0.282941796,4.738204963,0.348878943,0.112976038,0.124838077
ENSMUSG00000097930.3,0.062636422,0.110693446,0,0,0,0.087219736,0.056488019,0
ENSMUSG00000118155.2,0,0.055346723,0.062428816,0,0,0,0.225952076,0.062419039
ENSMUSG00000044387.6,0,0,0.062428816,0,0,0,0,0.187257116
ENSMUSG00000033863.3,48.04213577,56.01088382,50.44248296,39.10255616,93.09695306,79.63161872,218.1567293,194.1232101
ENSMUSG00000080626.3,0,0.110693446,0,0.056588359,0.175489073,0.087219736,0.056488019,0
ENSMUSG00000024943.10,36.95548906,73.72183523,63.11553251,61.96425325,51.68153191,58.17556373,35.1355478,27.46437699
ENSMUSG00000033207.8,3.883458172,3.652883728,4.182730641,6.960368173,7.809263735,8.634753838,2.372496797,2.24708539
ENSMUSG00000118092.2,0.062636422,0,0.062428816,0.282941796,0.175489073,0,0,0
ENSMUSG00000117850.2,0,0,0,0,0,0.087219736,0,0
ENSMUSG00000044424.5,0.187909266,0.166040169,0.062428816,0.113176718,0.087744536,0,0,0
ENSMUSG00000098010.2,0.062636422,0.055346723,0,0,0,0,0,0
ENSMUSG00000051255.7,8.393280565,9.408942935,4.182730641,5.20612904,6.580840226,10.46636829,6.891538315,2.68401866
ENSMUSG00000074925.5,34.57530501,45.99312693,43.07588272,52.74035071,52.47123273,49.71524937,42.02708612,35.20433777
ENSMUSG00000117685.2,0,0.055346723,0,0.056588359,0,0,0,0
ENSMUSG00000024897.10,12.02619305,7.139727286,10.98747154,13.35485275,12.37197962,10.29192882,7.795346619,8.738665405
ENSMUSG00000118287.2,0,0,0,0,0,0,0,0.062419039
ENSMUSG00000118340.2,0.062636422,0.332080339,0.187286447,0.113176718,0.087744536,0.174439471,0,0.062419039
ENSMUSG00000071604.6,127.8409376,105.6015478,89.77263675,92.86149733,84.05926582,82.77152921,63.15360522,80.39572172
ENSMUSG00000117820.2,0.125272844,0.055346723,0.062428816,0.169765077,0.087744536,0,0.056488019,0
ENSMUSG00000024812.12,80.36252959,74.10926229,65.4878275,73.96098538,63.965767,56.51838875,28.69591364,32.08338584
ENSMUSG00000118277.2,0,0.055346723,0,0.056588359,0.087744536,0,0,0
ENSMUSG00000118371.2,0.125272844,0.110693446,0.062428816,0.056588359,0,0,0,0
ENSMUSG00000059363.11,20.79529215,19.09461948,17.79221243,23.59734576,16.67146191,19.10112213,17.00289371,16.85314042
ENSMUSG00000082107.2,0.187909266,0.166040169,0.124857631,0.113176718,0,0,0.056488019,0
ENSMUSG00000024867.15,40.90158365,43.33648422,40.51630129,46.96833808,34.83458093,34.27735614,38.63780498,60.35921033
ENSMUSG00000085003.2,0.125272844,0.387427062,0,0.113176718,0,0.087219736,0.056488019,0
ENSMUSG00000074922.2,13.5921036,14.61153491,12.0487614,12.78896916,12.89844684,14.04237745,12.2014121,13.10799811
ENSMUSG00000117979.2,0.501091377,0.332080339,0.56185934,0.62247195,0.087744536,0.174439471,0.451904152,0.249676154
ENSMUSG00000048572.6,68.52424581,70.84380563,67.61040723,52.45740891,66.8613367,64.01928603,79.76108279,81.83135961
ENSMUSG00000041731.14,133.102397,131.0056937,147.2695759,110.4038887,123.8952853,125.8580787,167.9953684,169.842204
ENSMUSG00000097950.2,0.125272844,0,0.187286447,0.339530155,0.175489073,0.174439471,0,0.062419039
ENSMUSG00000058927.7,3.445003217,3.099416496,5.244020506,5.658835913,5.878883935,6.54148018,11.97546002,14.16912176
ENSMUSG00000051490.4,0.125272844,0,0,0,0,0,0,0
ENSMUSG00000024878.10,12.02619305,13.50460045,10.67532746,14.09050142,8.949942707,10.03026961,10.39379549,8.364151173
ENSMUSG00000052085.8,13.71737645,12.6743996,18.60378703,19.86251405,28.07825163,22.50269182,24.34633618,18.78813062
ENSMUSG00000032702.17,104.7280978,85.89811432,68.23469539,79.3368795,87.30581366,81.98655159,85.46637271,83.89118789
ENSMUSG00000118238.2,0.125272844,0.110693446,0,0,0,0,0.056488019,0.062419039
ENSMUSG00000048138.11,0.062636422,0.110693446,0.062428816,0.226353437,0,0,0.056488019,0
ENSMUSG00000098105.2,0,0,0.062428816,0.056588359,0,0,0.056488019,0
ENSMUSG00000024921.18,101.6589131,103.9964928,105.0676966,110.3473003,128.5457457,130.3935049,107.8921162,88.7598729
ENSMUSG00000093628.2,0,0.055346723,0,0,0.087744536,0.087219736,0,0
ENSMUSG00000093772.2,0.125272844,0.110693446,0.187286447,0.282941796,0.175489073,0.348878943,0.112976038,0.312095193
ENSMUSG00000118313.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000118209.2,0.062636422,0.110693446,0,0.056588359,0.087744536,0,0.056488019,0.062419039
ENSMUSG00000118020.2,0,0.332080339,0.124857631,0.169765077,0.263233609,0.087219736,0.169464057,0.249676154
ENSMUSG00000024924.15,287.3132683,295.0533811,386.2470818,372.4079914,393.5342455,396.3264792,516.0180533,392.1788196
ENSMUSG00000117692.2,0.375818533,0.830200847,0.312144078,0.282941796,0.438722682,0.174439471,8.529690865,10.11188425
ENSMUSG00000047298.4,0.250545689,0.055346723,0.062428816,0.056588359,0,0.087219736,24.23336014,15.60475965
ENSMUSG00000117752.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000041360.9,41.77849356,47.76422207,37.14514525,44.25209684,33.25517927,37.41726663,20.78759098,22.28359678
ENSMUSG00000040929.18,11.27455598,15.93985627,8.490318914,12.84555752,9.213176316,9.158072252,4.857969632,3.245790007
ENSMUSG00000092182.2,0,0.055346723,0.062428816,0.056588359,0,0.087219736,0,0
ENSMUSG00000117788.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000052942.14,2.568093307,2.490602542,1.12371868,1.131767183,0.701956291,2.006053922,0.621368209,0.561771347
ENSMUSG00000089952.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000067351.2,0,0.055346723,0,0,0,0.087219736,0,0
ENSMUSG00000090737.2,0,0,0.062428816,0.056588359,0,0,0,0
ENSMUSG00000098069.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000024935.12,7.892189188,6.918340393,3.183869593,2.659652879,1.052934436,1.918834186,2.033568683,3.869980394
ENSMUSG00000089993.2,0.313182111,0.332080339,0.062428816,0.169765077,0.175489073,0.261659207,0.056488019,0.062419039
ENSMUSG00000064202.16,5.574641569,6.309526438,5.868308661,4.583657089,5.52790579,4.797085465,7.17397841,8.114475019
ENSMUSG00000040105.4,11.21191956,11.78885203,10.0510393,11.31767183,9.213176316,10.11748935,8.81213096,9.924627138
ENSMUSG00000118165.2,0.062636422,0.055346723,0,0,0,0,0,0
ENSMUSG00000024780.8,101.5962767,160.8929242,142.4001283,135.7554736,131.52906,102.3959698,161.3297822,169.9670421
ENSMUSG00000063754.8,0.125272844,0.166040169,0.187286447,0.169765077,0,0,0.112976038,0
ENSMUSG00000024782.8,124.2080251,118.552681,115.1811647,112.8937765,123.2810736,97.16278561,163.589303,169.0307565
ENSMUSG00000100075.2,0.814273488,1.605054971,0.998861049,0.565883591,1.140678972,1.482735507,0.960296323,0.936285579
ENSMUSG00000118038.2,0.814273488,0.830200847,0.124857631,0.282941796,0.438722682,0.261659207,0.338928114,0.374514232
ENSMUSG00000118320.2,0.438454955,1.106934463,0.437001709,0.169765077,0.438722682,0.523318414,0.451904152,0.187257116
ENSMUSG00000024785.8,7.453734233,6.143486269,6.742312079,5.772012631,5.089183108,4.971524937,5.309873784,5.742551552
ENSMUSG00000068466.7,0,0.110693446,0,0.113176718,0,0.261659207,0.169464057,0.124838077
ENSMUSG00000024789.14,38.83458172,53.0775075,43.01345391,42.10173919,39.22180775,37.85336531,44.73851103,37.01448989
ENSMUSG00000050957.5,0.313182111,0.442773785,0.312144078,0.62247195,0.263233609,0.523318414,0.225952076,0.187257116
ENSMUSG00000039097.6,0.250545689,0.055346723,0,0,0.087744536,0.087219736,0,0
ENSMUSG00000016495.13,17.60083462,14.8329218,16.60606493,20.65475108,20.09349882,19.36278133,15.53420522,15.10540734
ENSMUSG00000016496.8,1.19009202,0.88554757,1.373433942,0.962002105,1.228423509,2.267713129,3.276305101,4.369332702
ENSMUSG00000117964.2,0.125272844,0.166040169,0,0.113176718,0,0.087219736,0.056488019,0.374514232
ENSMUSG00000016498.11,0,0,0,0,0,0.087219736,0.056488019,0.187257116
ENSMUSG00000097855.9,0.814273488,1.549708248,1.12371868,0.509295232,0.526467218,0.784977622,0.225952076,0.249676154
ENSMUSG00000038658.16,51.98823037,49.75670411,49.63090836,52.17446712,57.99913852,54.16345589,38.52482894,32.83241431
ENSMUSG00000046324.13,21.54692921,21.58522203,18.97835993,20.99428124,20.35673243,18.83946292,20.56163891,18.16394023
ENSMUSG00000024806.5,0.563727799,0.221386893,0.062428816,0.396118514,0,0,0,0
ENSMUSG00000046138.16,33.32257657,51.36175908,40.5787301,44.3086852,44.04775725,38.28946399,34.57066761,34.08079508
ENSMUSG00000074909.6,24.49084105,29.1677231,29.7161162,31.2933626,30.35960958,29.48027068,32.76305101,32.52031911
ENSMUSG00000024810.17,3.194457528,1.881788587,1.248576311,1.584474056,1.754890727,1.569955243,6.60909822,5.992227706
ENSMUSG00000024817.14,57.87605405,59.33168721,52.00320335,55.85271046,42.20512198,46.66255862,27.84859336,26.0287391
ENSMUSG00000024827.11,1.19009202,0.221386893,0.124857631,0.509295232,0.263233609,0.174439471,0.395416133,0.499352309
ENSMUSG00000058607.5,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000058816.6,0.062636422,0,0,0,0.087744536,0.174439471,0,0.062419039
ENSMUSG00000024868.9,0.062636422,0.110693446,0,0,0,0,0.056488019,0
ENSMUSG00000052920.17,36.39176126,44.11133835,42.20187931,40.51726514,42.38061105,43.78430734,32.70656299,24.96761544
ENSMUSG00002076671.1,0,0.055346723,0,0.113176718,0,0.087219736,0,0
ENSMUSG00000053536.8,77.48125417,66.30537433,56.81022214,65.52931987,61.59666451,59.57107951,48.01481613,49.37345954
ENSMUSG00000118011.2,0.187909266,0.055346723,0.062428816,0.113176718,0,0.087219736,0,0
ENSMUSG00000114443.2,0.062636422,0,0,0.056588359,0,0,0,0
ENSMUSG00000024887.11,38.2082175,43.83460473,39.20529616,37.06537523,34.13262464,35.93453112,37.11262847,30.02355757
ENSMUSG00000040451.19,65.58033397,64.20219885,47.63318626,48.55281213,49.4879185,43.87152707,65.13068588,60.42162937
ENSMUSG00000118064.2,0,0,0,0,0,0,0.056488019,0
